K1,Construction
A140C090,40COM*40COM+150D.PET-133*88-160.1-PLAIN
A140C096,40K.COM*40K.COM-90*84-177.19-PLAIN
A140C096,40COM*40COM-90*84-177.2-PLAIN
A140C096,40COM*40COM-90*84-177.19-PLAIN
A140C096,40COM*40COM-90*84-177.19-PLAIN
A140C096,40COM*40COM-90*84-157.7-PLAIN
A140C097,40COM*30SPX(40D)+10K.SPX(40D)-158*96-200.3-DOBBY-05.15.003
A140C097,40COM*30C Spx 40D+10K Spx 40D-158*96-188.1-DOBBY-05.15.003
A140C103,40COM*40LEA.LINEN-68*52-155.4-PLAIN
A140C106,40COM*2/40COM-100*66-178-OXFORD
A140C106,40COM*2/40COM-100*66-158.5-OXFORD
A140C108,40COM*30COM-76*64-156.4-PLAIN
A140C109,40COM*170D.PET.STR(40D)-178*110-179.1-DOBBY (DOUBLE CLOTH)-05.10.006
A140C109,40COM*170D.PET.STR(40D)-178*110-194.08-DOUBLE CLOTH
A140C110,40MC*40K.COM.VIS-76*56-156.4-PLAIN
A140C116,40CORE.PV*40CORE.PV-68*64-174.51-PLAIN
A140C119,40COM.OG*30SPX.OG(40D)-158*92-193.04-3/1 S TWILL
A140C120,40COM*20K.SPX(40D)-92*50-173.3-OXFORD
A140C120,40COM*20K Spx40D-92*50-175.7-OXFORD
A140C128,40COM*200D.KTX.STR-142*74-199.1-3/1 S TWILL
A140C128,40COM*200D.KTX.STR-142*74-199.1-3/1 S TWILL
A140C129,40COM*40COM-133*108-160.1-2/2 S TWILL
A140C130,40CT*40CT-133*108-165.13-2/2 S TWILL
A140C130,40CT*40CT-133*108-160.1-2/2 S TWILL
A140C131,40COM*40SPX(40D)-126*76-176.6-OXFORD
A140C133,40COM*40COM-133*110-160.13-DOBBY (TOP BEAM)-12.10.016
A140C133,40COM*40COM-133*110-165.15-DOBBY TOP BEAM-12.10.106
A140C135,40COM*2/80COM+50SPX(40D)-134*80-177.1-OXFORD
A140C136,40COM*80/2R.SPX(40D)-134*80-177.1-OXFORD
A140C137,40COM*40COM-112*82-178.8-DOUBLE CLOTH(CRINKLE EFFECT)
A140C138,40COM*20DC.FX-92*50-173.2-OXFORD
A140C139,40COM*40COM-118*82-161.9-RIBSTOP
A140C143,40COM*20K.SPX(40D)-102*50-167.62-OXFORD
A140C143,40COM*20K.SPX(40D)-102*50-167.3-OXFORD
A140C143,40COM*20K.SPX(40D)-102*50-155.3-OXFORD
A140C144,40COM*90D.KTX.STR-134*80-177.1-OXFORD
A140C145,40COM*40COM-124*78-159.8-3/1 BKT
A140C146,40SPX(40D)*40SPX(40D)-150*90-199.6-DOBBY-08.16.007
A140C147,40K.COM.ECO.VIS*40K.COM.ECO.VIS-90*84-172.42-DOBBY-16.16.396
A140C147,40K.COM.ECO.VIS*40K.COM.ECO.VIS-90*84-157.7-DOBBY-16.16.396
A140C147,40K.COM.VIS*40VORTEX.VIS-90*84-172.42-DOBBY
A140C147,40K.COM.ECO.VIS*40VORTEX.ECO.VIS-90*84-172.42-DOBBY
A140C147,40K.COM.VIS*40VORTEX.VIS-90*84-172.3-DOBBY SWISS DOT-16.16.396
A140C147,40K.COM.VIS*40VORTEX.VIS-92*84-170.18-DOBBY SWISS DOT
A140C147,40K.COM.VIS*40VORTEX.VIS-92*84-170.18-DOBBY SWISS DOT
A140C147,40K.COM.VIS*40VORTEX.VIS-92*84-160-DOBBY SWISS DOT
A140C149,40COM*40COM-112*82-178.8-DOUBLE CLOTH(CRINKLE EFFECT)-56.36.003
A140C155,40TEN*24TEN-112*84-159.2-DOBBY (OTTOMAN)
A140C158,40COM+40MC*40COM+20MC-84*62-176.6-PLAIN
A140C158,40COM+40MC*40COM+20MC-84*62-176.58-PLAIN
A140C159,40VIS*40VIS-112*120-178.8-DOBBY TOP BEAM-20.20.015
A140C160,40CT*40CT-112*82-178.8-DOUBLE CLOTH(CRINKLE EFFECT)
A140C161,40COM*40COM-112*120-178.8-DOBBY TOP BEAM-20.20.015
A140C162,40COM+16OE*40SPX(40D)+20C-126*120-176.6-DOBBY TOP BEAM
A140C163,40COM*40COM-112*84-178.8-DOBBY TOP BEAM-14.20.003
A140C166,40COM*40COM-156*110-160.88-3/1 S TWILL
A140C166,40COM*40COM-156*110-160.86-3/1 S TWILL
A140C166,40COM*40COM-156*110-160.86-3/1 S TWILL
A140C167,40COM*12OE+200D.PET.STR-166*84-178.7-DOBBY-10.06.017
A140C167,40COM*12OE+200D.PET.STR-166*84-178.7-DOBBY-10.06.017
A140C168,40COM*40COM+30COM-103*90-161.39-DOBBY-128.92.001
A140C168,40COM*40COM+30COM-103*90-158.7-DOBBY-128.92.001
A140C168,40COM*40COM+30COM-103*90-158.7-DOBBY-128.92.001
A140C168,40COM*40COM+30COM-103*90-158.7-DOBBY-128.92.001
A140C169,40COM.OG*40COM.OG-75*68-174.50-DOBBY+MIS-DENT
A140C169,40COM.OG*40COM.OG-74*68-175.4-DOBBY+MISS DENT-24.44.001
A140C169,40COM.OG*40COM.OG-74*68-175.4-DOBBY+MISS DENT-24.44.001
A140C170,40COM.OG*40COM.OG-118*72-179.25-DOBBY TOP BEAM-90.68.001
A140C170,40COM.OG*40COM.OG-118*72-179.1-DOBBY TOP BEAM-90.68.001
A140C171,40COM*30SPX(40D)+10K.SPX(70D)-178*118-179.1-DOBBY-20.15.006
A140C172,40REFIBRA.RECY.PET*40REFIBRA.RECY.PET-84*76-157.2-PLAIN
A140C175,40COM*19DC.PET-92*50-173.2-OXFORD
A140C176,40COM*2/20C-80*44-176.1-OXFORD
A140C176,40COM*2/20C-80*44-176.1-OXFORD
A140C178,40CT*30SPX(40D)-196*86-179.7-DOBBY-07.07.006
A140C179,40CT*30SPX(40D)-196*90-179.7-DOBBY-08.08.084
A140C181,40COM*20MC+20SPX(70D)-92*46-173.3-OXFORD
A140C183,40K.COM.VIS*40K.COM.VIS-60*48-154-PLAIN
A140C186,40COM*40COM-120*82-159.5-DOBBY-112.064.01
A140C187,40COM*200D.PET.STR-142*74-199.1-3/1 Z TWILL
A140C188,40K COM*40K COM V-90*70-157.7-PLAIN
A140C188,40COM*40K.COM.VIS-90*70-157.7-PLAIN
A140C189,40K.COM.VIS*40K.COM-90*70-157.7-PLAIN
A140C190,40COM+2/40COM*2/30C+30SPX(40D)-120*118-176.1-DOBBY TOP BEAM-24.24.019
A140C191,40COM*40VIS-112*80-159.2-PLAIN
A140C191,40COM*40K.COM.VIS-112*78-159.2-PLAIN
A140C193,40VIS*40CORE.PV-100*80-158.5-2/2 S TWILL
A140C193,40K.COM.VIS*40CORE.PV(30D)-100*78-158.4-2/2 S TWILL
A140C196,40COM*200D.PET.STR-142*74-199.1-3/1 S TWILL
A140C197,40COM*150D.PET(CM800)-134*82-198.6-3/1 S TWILL
A140C199,40COM*40COM-106*86-158.8-3/1 S TWILL
A140C200,40K.COM*40K.COM-133*70-171.6-PLAIN
A140C201,40K.REFIBRA*40K.REFIBRA-112*76-159.2-2/1 S TWILL
A140C202,40K.COM.TEN*60LEA.RAMIE-82*60-153-2/2 S TWILL
A140C205,40COM*40COM-100*74-163.3-PLAIN+TOP BEAM(SEAR SUCKER)
A140C205,40COM*40COM-100*74-163.3-PLAIN+TOP BEAM(SEAR SUCKER)
A140C205,40COM*40COM-100*74-158.5-PLAIN+TOP BEAM(SEAR SUCKER)
A140C205,40COM*40COM-100*74-160.9-SEAR SUCKER(TOP BEAM)
A140C208,40COM+2/40COM*40COM-76*74-161.2-PLAIN+TOP BEAM(SEAR SUCKER)
A140C210,40COM*40COM+40SPX(40D)-96*144-174.35-DOBBY-132.162-003
A140C210,40COM*40COM+40LYC(40D)-92*144-173.3-DOBBY-126.162.02
A140C210,40COM*40COM+40LYC(40D)-96*144-174.35-DOBBY-132.162.003
A140C210,40COM*40COM+40LYC(40D)-96*144-174.35-DOBBY-132.162.003
A140C213,40COM*40COM+40SPX(20D)-92*76-173.3-PLAIN
A140C214,40RECY.PET.VIS.EV*40RECY.PET.VIS.EV-133*72-160.1-PLAIN
A140C215,40COM*40COM+40SPX(40D)-102*72-174.5-PLAIN
A140C216,40COM*90D.PET.STR-120*70-156.8-PLAIN
A140C217,40K.COM.VIS*40K.COM.VIS-84*72-159.77-PLAIN
A140C217,40K.COM.LENZ.ECO.VIS*40K.COM.LENZ.ECO.VIS-84*72-159.77-PLAIN
A140C217,40ECO.VIS*40ECO.VIS-84*72-160-PLAIN
A140C217,40ECO.VIS*40ECO.VIS-84*72-160-PLAIN
A140C218,40CT*40CT-164*88-168.5-2/2 S TWILL
A140C219,40COM*40COM+40SPX(20D)-114*82-175.6-DOUBLE CLOTH(CRINKLE EFFECT)-56.36.003
A140C219,40COM*40COM+40SPX(20D)-114*82-175.6-DOUBLE CLOTH(CRINKLE EFFECT)-56.36.003
A140C219,40COM.OG*40COM.OG+40SPX(20D).OG-114*82-175.92-DOUBLE CLOTH(CRINKLE EFFECT)
A140C219,40COM*40COM+40SPX(20D)-114*82-175.92-DOUBLE CLOTH(CRINKLE EFFECT)
A140C221,40COM*40COM+45CVC+45PC+80D.PET-94*88-158-1/2 S TWILL
A140C221,40COM*40COM+45CVC+45PC+80D.PET-94*88-158-1/2 S TWILL
A140C223,40CT*16DC.PET-134*68-211-4/1 S SATIN
A140C223,40CT*16DC.PET-134*68-211-4/1 S SATIN
A140C230,40COM*40COM+40MC-82*74-174.6-PLAIN
A140C230,40COM*40COM+40MC-80*74-156.8-PLAIN
A140C231,40COM*170D.PET.STR(37.5)-142*78-199.1-3/1 S TWILL
A140C235,40COM*40COM+10OE-118*74-159.5-PLAIN
A140C236,40COM*30SPX(40D)+8OE-135*94-177.1-DOBBY (TOP-BEAM)-18.16.002
A140C236,40COM*30SPX(40D)+8OE-135*94-177.39-DOBBY(TOP BEAM)-18.16.002
A140C237,40K.COM.VIS*40COM-126*100-162.6-2/2 S TWILL
A140C237,40K.COM.VIS*40COM-126*100-162.6-2/2 S TWILL
A140C237,40K.COM.VIS*40COM-126*100-162.6-2/2 S TWILL
A140C237,40K.COM.VIS*40COM-124*100-159.8 2/2 S TWILL
A140C238,40COM*170D.PET.STR(40D)-186*110-179.4-DOBBY (DOUBLE CLOTH)-05.10.006
A140C239,40COM*170D.PET.STR-166*116-178.7-DOBBY (DOUBLE CLOTH)
A140C240,40COM*40COM-84*68-157.2-PLAIN
A140C242,40PC*40PC-124*96-159.8-PLAIN
A140C246,40COM*40COM-124*84-179.4-DOBBY TOP BEAM-288.452.001
A140C247,40COM*10K.MODAL+20K.SPX(70D)-142*80-177.5-DOBBY-12.06.022
A140C248,40COM*20K.SPX(70D)+10K.MODAL-142*80-177.5-DOBBY-12.06.050
A140C250,40COM*40SPX(20D)-92*80-194.4-2/2 S TWILL
A140C253,40K.REFIBRA*30C.SPX(40D)+32K.COM-150*88-199.6-DOBBY-12.12.0294
A140C255,40COM*20K.SPX(70D)-166*80-178.7-DOBBY
A140C265,40C.CT*40SPX(40D)-166*104-200.45-DOBBY
A140C266,40COM*40COM+40LEA-76*54-156.5-DOBBY-40.28.003
A140C267,40C.CT*40SPX(40D)-166*104-200.45-DOBBY
A140C269,40COM*150D.TRIEXTA-134*86-177.1-2/2 Z TWILL
A140C269,40COM*150D.TRIEXTA-134*86-177.1-2/2 Z TWILL
A140C272,40RECY.PC*40LEA.LINNEN-76*52*156.4-PLAIN
A140C273,40CM*150D.PET(CM800)-134*80-198.7-3/1 S TWILL
A140C274,40COM*24CMX.COT.LYC(40D)-134*70-198.65-3/1 S TWILL
A140C274,40COM*24CMX.COT.LYC(40D)-134*70-198.6-3/1 S TWILL
A140C274,40COM*24CMX.COT.LYC(40D)-134*70-198.6-3/1 S TWILL
A140C276,40K.COM.MODAL*80D.PET.STR(TWISTED)+80D.PET-114*72-175.6-PLAIN
A140C277,40MODAL*40MODAL-90*80-177.1-DOBBY-32.24.015
A140C278,40COM*40COM-124*78-159.77-PLAIN
A140C281,40CV*40CV-84*72-157.2-PLAIN
A140C282,40VIS*40VIS-84*72-157.2-PLAIN
A140C284,40COM*20K.SPX(70D)+20MC-142*72-177.6-DOBBY
A140C285,40COM.RECY.COT*40COM.RECY.COT-133*72-157.6-PLAIN
A140C286,40COM.RECY.COT*40COM.RECY.COT-145*98-160.5-2/1 S TWILL
A140C287,40COM*30C.SPX(40D)+32K.COM-142*150-177.5-DOBBY-12.36.001
A140C288,40K.COM*40VIS-84*72-157.2-PLAIN
A140C295,40COM*40COM-100*72-178-3/1 S TWILL
A140C296,40COM*16MC+40LEA.LINEN-164*72-163.6-DOBBY(CVT)-06.06.029
A140C300,40M.MODAL.PET*40M.MODAL.PET-118*96-159.5-PLAIN
A140C304,40CM*30COM-176*86-181.2-DOBBY( TOP-BEAM)-20.08.004
A140C305,40K.M.MODAL.PET*40K.M.MODAL.PET-84*76-157.2-PLAIN
A140C306,40COM*40COM+20OE-72*68-155.9-DOBBY-48.60.024
A140C308,40COM*40HT-100*90-158.5-DOBBY-160.116.001
A140C313,40COM*40COM-112*70-159.2-DOBBY-08.04.053
A140C314,40COM*40COM-112*70-169.11-DOBBY-08.08.253
A140C314,40COM*40COM-112*70-159.2-DOBBY-08.08.253
A140C315,40COM*40COM-112*70-159.2-DOBBY-08.08.045
A140C317,40COM*40K.VIS-100*78-182.88-2/2 Z TWILL
A140C319,40K.COM*16COT.CMX.MC-112*48-159.2-OXFORD
A140C326,40COM*40COM-112*90-178.8-DOBBY-48.36.011
A140C330,40COM*16C.SPX(70D)+40LEA.LINE-142*68-177.6-DOBBY(CVT)
A140C331,40SPX(40D)*20K.SPX(40D)-134*64-177.1-3/1 S TWILL
A140C332,40COM*40MC-84*70-157.2-PLAIN
A140C337,40COM*20K.SPX(70D)+10OE-142*80-177.5-DOBBY-12.06.050
A140C338,40VIS*30VIS+30VIS.SPX-84*56-165.10-PLAIN
A140C339,40VIS*30VIS+30VIS.SPX-84*62-165.10-2/1 S TWILL
A140C340,40COM*30SPX+16OE-150*100-177.8-DOBBY-20.06.009
A140C341,40COM*30SPX+16OE-150*100-177.8-DOBBY-10.15.034
A140C344,40K.COM*30K.KAPOK.M.MODAL-112*58-159.2-OXFORD
A140C345,40COM*40C.SPX(20D)-126*86-176.6-2/2 S TWILL
A140C346,40COM*40C.SPX(20D)-102*72-174.5-2/1 S TWILL
A140C347,40K.COM.VIS*40K.COM.VIS-90*76-157.7-DOBBY(CREPE)
A140C348,40COM*30SPX(70D)+30K.COM-138*150-177.35-DOBBY-12.36.001
A140C348,40COM*30SPX(70D)+30K.COM-138*150-177.35-DOBBY-12.36.001
A140C350,40COM*40HT.MC-70*60-174.8-PLAIN
A140C353,40COM*40HT.MC-73*60-174.1-PLAIN+DENTING
A140C354,40COM*40LEA.LINEN-72*52-155.9-PLAIN
A140C355,40COM*40COM-106*86-158.8-2/2 S TWILL
A140C356,40COM*12OE-148*76-163-3/1 S TWILL
A140C356,40COM*12OE-148*76-160.6-3/1 S TWILL
A140C360,40CT*20K.SPX(70D)-134*68-206.2-4/1 S SATIN
A140C367,40COM*40MODAL-204*86-161.8-4/1 S SATIN
A140C368,40COM*40COM+3.7NE.CHENNILE-72*52-155.9-PLAIN
A140C379,40COM*20OE+30C.SPX(40D)-146*78-177.8-DOBBY
A140C389,40CV*40COM-84*72-157.2-PLAIN
A140C397,40COM*30C+24K.SPX(40D)-120*76-173.7-DOBBY-12.12.0314
A140C398,40COM*30MC+24K.SPX(40D)-120*76-176.1-DOBBY-12.03.004
A140C398,40COM*30MC+24K.SPX(40D)-120*76-173.7-DOBBY-12.12.0315
A140C399,40COM*30MC+24K.SPX(40D)-120*76-173.7-DOBBY-12.12.0316
A140C400,40COM*30C+24K.SPX(40D)-120*76-173.7-DOBBY-12.12.0317
A140C403,40COM*2/30CVC-92*50-154.3-OXFORD
A140C404,40COM*75D.PET(T400)-114*102-175.6-PLAIN
A140C405,40COM*40COM-100*94-178-3/3 MATT(DOBBY)
A140C407,40SPX(20D)*30SPX(40D)-150*76-195-2/2 MATT
A140C409,40COM*40COT.SBK+150D PET-118*76-176-3/1 S TWILL
A140C410,40COM+2/30COM*40COM-99*72-158.42-DOBBY (FIL-COUPE) TOP-BEAM-168.96.002
A140C418,40COM*30SPX(40D)-92*70-173.3-OXFORD
A140C419,40COM*30PC.VORTEX+150D.PET(T400)-102*68*174-0.00-3/1 S TWILL
A140C420,40CT*20K.SPX(70D)-166*68-213-DOBBY-12.04.007
A140C422,40COM*20K.SPX(70D)+20MC-142*72-177.8-DOBBY
A140C422,40COM*20K.SPX(70D)+20MC-142*72-177.5-DOBBY
A140C423,40COM+2/20OE*30SPX(40D)+2/20OE-86*74-172.4-DOBBY (TOP-BEAM)-08.08.202
A140C424,40CVC(37.5)*30SPX(70D)+32COM-150*150-178-DOBBY-12.36.001
A140C425,40K.COM.MODAL*150D.PET+40COM-132*72-160-PLAIN
A140C433,40K.COM.MODAL+2/30C*40K.MODAL-84*78-162.23-SEAR SUCKER TOP BEAM
A140C433,40K.COM.MODAL+2/30C*40K.COM.MODAL-84*78-162.23-SEAR SUCKER TOP BEAM
A140C433,40K.COM.MODAL+2/30C*40K.COM.MODAL-84*78-162-SEAR SUCKER(TOP BEAM)-26.04.001
A140C434,40COM*150D.TRIEXTA-186*110-179.4-DOBBY (DOUBLE CLOTH)-05.10.006
A140C436,40COM*40XLA-102*72-174.5-PLAIN
A140C441,40COM*40COM+30COM-80*179-176.3-DOBBY TOP BEAM (PLEATED)
A140C441,40COM*40COM+30COM-80*179-176.3-DOBBY TOP BEAM (PLEATED)
A140C442,40COM*30C.PC.SPX(40D)-150*84-178.2-3/1 S TWILL
A140C443,40RING.VIS*40VORTEX.VIS-92*84-170.18-DOBBY
A140C444,40COM*75D.PET(T400)-120*100-193-PLAIN
A140C444,40COM*75D.PET(T400)-120*100-193-PLAIN
A140C444,40COM*75D.PET(T400)-120*100-176.1-PLAIN
A140C447,40COM.OG*40COT.SILK.OG-80*70-159.2-PLAIN
A140C449,40COM+40MC*40K.COM.VIS-64*54-154.7-PLAIN
A140C450,40COM*40COM+40SPX(20D)-178*110-179.1-DOBBY (DOUBLE CLOTH)-05.10.003
A140C451,40COM*40COM-156*116-160.88-3/1 S TWILL
A140C451,40COM*40COM-156*116-160.86-3/1 S TWILL
A140C453,40K.COM.VIS*30K.COM.VIS+30SPX(40D)-114*64-175.6-2/1 Z TWILL
A140C456,40COM*40COM-112*90-159.2-DOBBY(DOUBLE CLOTH)-40.32.006
A140C457,40COM*30SPX(40D)-134*104-211-4/1 S SATIN
A140C458,40COM*30SPX(70D)-114*90-175.6-DOBBY(RIBSTOP)
A140C458,40COM*30SPX(70D)-114*90-175.6-DOBBY(RIBSTOP)
A140C458,40COM*30SPX(70D)-114*90-197.31-RIBSTOP
A140C458,40COM*30SPX(70D)-114*90-197.31-RIBSTOP
A140C458,40COM*30SPX(70D)-114*90-197.31-RIBSTOP
A140C458,40COM*30SPX(70D)-114*90-197.31-RIBSTOP
A140C458,40COM*30SPX(70D)-114*90-197.31-RIBSTOP
A140C458,40COM*30SPX(70D)-114*90-197.31-RIBSTOP
A140C458,40COM*30SPX(70D)-114*90-197.31-RIBSTOP
A140C458,40COM*30SPX(70D)-114*90-197-RIBSTOP(DOBBY)
A140C460,40COM*40LYC(40D)-102*72-174.5-PLAIN
A140C463,40VIS*40VIS-76*78-170.8-DOBBY-48.68.001
A140C468,40COM*10K.SPX(70D)-120*56-176.1-DOBBY-12.04.007
A140C479,40COM*2/24C-84*48-188.6-OXFORD
A140C479,40COM*2/24C-84*48-176.6-OXFORD
A140C479,40COM*2/24C-84*48-157.2-OXFORD
A140C479,40COM*2/24COM-86*48-185.5-OXFORD-
A140C479,40COM*2/24COM-86*48-185.5-OXFORD-
A140C479,40COM*2/24C-86*48-185.5-OXFORD-
A140C479,40COM*2/24C-86*48-185.5-OXFORD-
A140C483,40COM*2/80COM-100*72-158.5-PLAIN
A140C485,40COM*40COM-124*82-179.5-ROYAL OXFORD-08.06.018
A140C485,40COM*40COM-124*82-179.5-ROYAL OXFORD-08.06.018
A140C485,40COM*40COM-124*82-179.5-ROYAL OXFORD-08.06.018
A140C485,40COM*40COM-124*82-179.4-ROYAL OXFORD-08.06.018
A140C485,40COM*40COM-124*82-159.77-ROYAL OXFORD-08.06.018
A140C488,40COM*40K.COM.VIS-64*54-176.35-PLAIN
A140C488,40COM*40K.COM.VIS-64*54-176.35-PLAIN
A140C488,40COM*40K.COM.VIS-64*54-154.7-PLAIN
A140C492,40K.TEN*40D.NYL.STR(TWISTED)-130*86-171.1-PLAIN
A140C493,40ECO.VIS*40ECO.VIS-88*80-160-PLAIN
A140C496,40COM*45COM.PC-124*70-159.8-PLAIN
A140C496,40COM*45COM.PC-124*70-159.8-PLAIN
A140C497,40COM.KTX.RTH.COT*14K.SPX(70D)-102*46-174.5-OXFORD
A140C498,40COM.KTX.RTH.COT*40COM+40SPX(40D)-92*72-175.7-PLAIN
A140C499,40COM.KTX.COT*20K.SPX(40D)-92*46-173.3-OXFORD
A140C500,40COM.CMX.COT*14K.SPX(70D)-102*46-207.7-OXFORD
A140C500,40COM.CMX.COT*14K.SPX(70D)-102*46-174.5-OXFORD
A140C501,40COM.KTX.COT*40COM+40SPX(40D)-92*72-175.7-PLAIN
A140C503,40COM*16K.SPX(70D)-178*76-179.1-DOBBY-10.10.099
A140C504,40COM*20MC+20MC.SPX(70D)-142*72-177.6-DOBBY
A140C504,40COM. OG*20C.OG.MC+20OG.MC.SPX(70D)-139*72-181.2-DOBBY-
A140C504,40COM*20MC+20MC.SPX(70D)-139*72-181.2-DOBBY-
A140C505,40K.COM.VIS*40K.COM.VIS-112*72-164.21-DOBBY(CVT)-06.06.010
A140C505,40K.COM.VIS*40K.COM.VIS-112*72-159.2-DOBBY(CVT)-06.06.010
A140C505,40K.COM.ECO.VIS*40K.COM.ECO.VIS-112*72-164.21-DOBBY(CVT)-06.06.010
A140C506,40COM*90D.PET.STR+32K.COM+30MC-102*94-184.38-CVT-12.12.333
A140C506,40COM*90D.PET.STR+32K.COM+30MC-102*94-174.5-DOBBY(CVT)
A140C507,40COM*40COM-118*96-159.5-3/3 MATT (DOBBY)
A140C510,40K.COM.VIS*30K.COM.VIS-90*68-157.7-DOBBY(CVT)-06.06.010
A140C511,40RING.VIS*40VORTEX.VIS-120*70-160-PLAIN
A140C512,40RING.VIS*40VORTEX.VIS-100*84-160-PLAIN
A140C514,40COM*40COM-133*70-169.9-DOBBY(BEDFORD CORD)-12.04.002
A140C514,40COM*40COM-133*70-160.1-DOBBY(BEDFORD CORD)-12.04.002
A140C517,40COM*40SPX(20D)-108*68-191.9-PLAIN
A140C517,40COM*40SPX(20D)-108*68-191.9-PLAIN
A140C517,40COM*40SPX(20D)-108*68-175.1-PLAIN
A140C518,40COM*40COM+40SPX(40D)-108*68-191.9-PLAIN
A140C520,40COM*30SPX(40D)-142*104-211.6-4/1 S SATIN
A140C523,40COM*30SPX(70D)+30COM-166*80-195-4/1 S SATIN
A140C524,40COM*30PC.VORTEX+150D.PET(T400)-114*66-197-3/1 S TWILL
A140C525,40COM*34PC.VORTEX+150D.PET(T400)-102*70-174.5-3/1 S TWILL
A140C526,40SPX(20D)*30C.SPX(40D)+32K.COM-142*150-177.5-DOBBY-12.36.001
A140C527,40COM*30C.SPX(40D)+30C.KTX.RTH.COT-142*150-177.5-DOBBY-12.36.001
A140C527,40COM*30C.SPX(40D)+30C.KTX.RTH.COT-142*150-177.5-DOBBY-12.36.001
A140C528,40COM*170D.PET.STR-150*116-178-DOBBY(DOUBLE CLOTH)-12.12.308
A140C529,40COM*24K.SPX(40D)+10K.SPX(70D)-158*92-178.3-DOBBY-20.15.006
A140C532,40COM*75D.PET(T400)-120*102-176.1-2/1 Z TWILL
A140C533,40COM*40COM-124*100-179.53-DOBBY(2/2 Z TWILL)-08.04.040
A140C533,40COM*40COM-124*100-179.4-DOBBY(2/2 Z TWILL)-08.04.040
A140C533,40COM*40COM-127*100-175.8-DOBBY(2/2 Z TWILL)--08.04.040
A140C534,40COM*40COM-120*100-179.2-ROYAL OXFORD-08.06.016
A140C534,40COM*40COM-122*100-177-ROYAL OXFORD--08.06.016
A140C534,40COM*40COM-122*100-177.1-ROYAL OXFORD--08.06.016
A140C537,40COM*40COM-124*100-179.53-DOBBY-06.04.035
A140C537,40COM*40COM-124*100-179.53-DOBBY-06.04.035
A140C537,40COM*40COM-124*100-179.4-DOBBY-06.04.035
A140C538,40COM*40COM-124*100-179.53-DOBBY-10.05.008
A140C538,40COM*40COM-124*100-179.53-DOBBY-10.05.008
A140C538,40COM*40COM-124*100-179.4-DOBBY-10.05.008
A140C539,40COM*30C.SPX(40D)+16OE-142*100-199.1-DOBBY-18.16.006
A140C542,40COM*30K.COM-133*94-174.9-DOBBY
A140C543,40COM*75D.DURAFIT-120*102-176.1-2/1 Z TWILL
A140C544,40COM*75D.DURAFIT-114*102-175.6-PLAIN
A140C545,40CW*40CW-118*62-159.5-2/2 S TWILL
A140C546,40COM*40COM-108*82-158.9-2/2 HBT
A140C547,40COM*40D.NYL.STR(TWISTED)-120*100-176.1-PLAIN
A140C550,40COM+2/20K+2/40COM*40COM-40COM+2/20K-69*68-174.6-DOBBY(TOP-BEAM)-128.118.001
A140C551,40COM*30/2R-100*44-158.5-OXFORD
A140C552,40COM*40COM-74*68-155.8-DOBBY-24.20.008
A140C559,40C.SPX(20D)*40C.SPX(20D)-142*126-199.1-DOBBY-12.12.0335
A140C560,40C.SPX(20D)*30C.SPX(20D)-142*116-199.1-DOBBY-12.12.0335
A140C562,40COM*40COM-100*94-191.49-2/2 MATT
A140C562,40COM*40COM-100*94-191.49-2/2 MATT
A140C562,40COM*40COM-100*94-191.4-2/2 MATT
A140C562,40COM*40COM-100*94-158.5-2/2 MATT
A140C563,40COM*30C-124*70-159.8-DOBBY-07.07.003
A140C563,40COM*30C-124*70-169.70-DOBBY(CVT)
A140C569,40K.MODAL*40D.NYL.STR(TWISTED)-130*86-171.1-PLAIN
A140C572,40COM*40COM-124*82-159.7-4/1 S SATIN
A140C574,40COM*10OE+30SPX(40D)-158*100-202.8-DOBBY-30.15.003
A140C574,40COM*10OE+30SPX(40D)-158*100-178.38-DOBBY-30.15.003
A140C575,40CM*20K.SPX(70D)-142*76-211.6-4/1 S SATIN
A140C576,40K.COM.VIS*40COM.HT-94*72-177.5-DOBBY-180.06.001
A140C577,40K.COM.VIS*40COT.FLAX-100*74-178-PLAIN
A140C579,40COM*40COM-124*82-159.8-4/1 S SATIN
A140C581,40K.COM.VIS*40K.COM+40C.XLA(42D)-86*68-172.5-PLAIN
A140C582,40CT*30SPX(20D)-196*128-179.7-DOBBY-08.04.133
A140C583,40VORTEX.VIS*40K.VIS.SPX(20D)-196*140-179.88-DOBBY(DOUBLE CLOTH)-10.10.14
A140C584,40K.COM.VIS*40K.COM-100*72-158.5-DOBBY-120.08.003
A140C585,40COM*40COM-120*100-179.2-DOBBY-08.08.103
A140C585,40COM*40COM-120*100-159.6-DOBBY-08.08.103
A140C594,40COM*16CM-100*50-158.5-OXFORD
A140C602,40COM*40COM+40LEA.LINEN+16OE.MC-76*52-156.4-PLAIN
A140C613,40COM.CV*30LYC(70D)-166*80-200.4-4/1 S SATIN
A140C613,40COM.CV*30LYC(70D)-166*80-195-4/1 S SATIN
A140C628,40COM*40COM-124*72-159.7-DOBBY(BEDFORD CORD)-12.04.002
A140C634,40CV*16OE+40LEA.LINNEN-124*60-159.8-2/2 S TWILL
A140C635,40CT*40CT-124*88-159.8-3/1 S TWILL
A140C635,40CT*40CT-124*88-159.8-3/1 S TWILL
A140C637,40COM*90D.PET.STR-196*140-179.8-DOBBY(DOUBLE CLOTH)-10.10.14
